transaction_id,amount,transaction_type,merchant_category,time_of_day
5748,1196,Bank Transfer,Dining,Afternoon
5749,1740,Bank Transfer,Travel,Evening
5750,4651,ATM Withdrawal,Electronics,Evening
5751,4099,Bank Transfer,Cash,Afternoon
5752,2482,ATM Withdrawal,Electronics,Night
5753,2975,POS,Dining,Afternoon
5754,2287,Bank Transfer,Travel,Evening
5755,4097,Online,Clothing,Evening
5756,2974,Online,Clothing,Afternoon
5757,1320,ATM Withdrawal,Travel,Morning
5758,164,POS,Clothing,Morning
5759,2222,Bank Transfer,Cash,Morning
5760,3263,ATM Withdrawal,Travel,Morning
5761,1272,POS,Travel,Afternoon
5762,1372,POS,Electronics,Night
5763,947,Bank Transfer,Groceries,Morning
5764,521,Online,Electronics,Evening
5765,196,Online,Clothing,Morning
5766,1855,POS,Groceries,Night
5767,1712,Online,Travel,Afternoon
5768,400,POS,Clothing,Night
5769,664,POS,Dining,Night
5770,4281,POS,Clothing,Night
5771,2831,Online,Groceries,Morning
5772,773,ATM Withdrawal,Groceries,Morning
5773,3410,Online,Travel,Night
5774,4816,ATM Withdrawal,Cash,Afternoon
5775,3277,Online,Dining,Morning
5776,1095,Bank Transfer,Travel,Afternoon
5777,1939,Bank Transfer,Dining,Morning
5778,4386,Online,Dining,Afternoon
5779,1973,Bank Transfer,Travel,Morning
5780,1795,Bank Transfer,Clothing,Night
5781,2284,Bank Transfer,Electronics,Evening
5782,2696,Bank Transfer,Dining,Evening
5783,2978,ATM Withdrawal,Groceries,Afternoon
5784,4582,POS,Travel,Afternoon
5785,725,ATM Withdrawal,Cash,Night
5786,252,POS,Clothing,Night
5787,3925,POS,Dining,Afternoon
5788,1533,Online,Cash,Evening
5789,847,Online,Clothing,Night
5790,3333,Online,Travel,Afternoon
5791,2963,Online,Cash,Night
5792,1355,Online,Groceries,Night
5793,2433,ATM Withdrawal,Dining,Morning
5794,2038,ATM Withdrawal,Dining,Night
5795,1442,Bank Transfer,Cash,Afternoon
5796,249,ATM Withdrawal,Clothing,Night
5797,148,ATM Withdrawal,Travel,Afternoon
5798,3203,Online,Electronics,Morning
5799,429,Bank Transfer,Dining,Morning
5800,313,ATM Withdrawal,Groceries,Evening
5801,2172,ATM Withdrawal,Dining,Morning
5802,2036,Bank Transfer,Dining,Morning
5803,4112,POS,Electronics,Afternoon
5804,2236,Online,Electronics,Evening
5805,1178,ATM Withdrawal,Travel,Morning
5806,425,ATM Withdrawal,Dining,Night
5807,2723,Bank Transfer,Dining,Evening
5808,159,ATM Withdrawal,Clothing,Morning
5809,2454,Online,Clothing,Evening
5810,848,ATM Withdrawal,Cash,Morning
5811,1706,POS,Cash,Afternoon
5812,4349,Online,Groceries,Evening
5813,1920,POS,Groceries,Evening
5814,1431,Bank Transfer,Clothing,Morning
5815,4984,Online,Cash,Evening
5816,3011,ATM Withdrawal,Groceries,Morning
5817,1330,Online,Dining,Night
5818,4045,Online,Cash,Evening
5819,1533,Online,Electronics,Evening
5820,3888,POS,Cash,Afternoon
5821,562,Bank Transfer,Dining,Afternoon
5822,3766,Online,Clothing,Evening
5823,3681,ATM Withdrawal,Travel,Afternoon
5824,491,Online,Travel,Evening
5825,609,Online,Clothing,Morning
5826,1174,Bank Transfer,Dining,Evening
5827,4688,ATM Withdrawal,Groceries,Evening
5828,4242,ATM Withdrawal,Cash,Night
5829,1013,POS,Cash,Afternoon
5830,1992,ATM Withdrawal,Groceries,Afternoon
5831,1644,ATM Withdrawal,Travel,Night
5832,3007,ATM Withdrawal,Clothing,Morning
5833,696,Online,Clothing,Morning
5834,3424,POS,Electronics,Morning
5835,1769,ATM Withdrawal,Travel,Night
5836,4947,ATM Withdrawal,Clothing,Evening
5837,2490,ATM Withdrawal,Electronics,Morning
5838,1347,Online,Groceries,Morning
5839,124,Online,Travel,Night
5840,3967,POS,Travel,Afternoon
5841,578,Bank Transfer,Clothing,Night
5842,1563,POS,Clothing,Afternoon
5843,2699,Online,Dining,Morning
5844,4600,ATM Withdrawal,Groceries,Morning
5845,3350,ATM Withdrawal,Groceries,Evening
5846,2998,POS,Cash,Evening
5847,3161,ATM Withdrawal,Electronics,Afternoon
5848,3537,Online,Electronics,Morning
5849,3025,POS,Dining,Morning
5850,831,Bank Transfer,Cash,Night
5851,3584,Online,Groceries,Morning
5852,3797,Online,Electronics,Morning
5853,1618,ATM Withdrawal,Groceries,Night
5854,569,Online,Groceries,Night
5855,4073,Online,Cash,Morning
5856,4445,Bank Transfer,Electronics,Evening
5857,621,ATM Withdrawal,Clothing,Evening
5858,2173,Online,Clothing,Morning
5859,1891,ATM Withdrawal,Cash,Evening
5860,4179,Online,Electronics,Night
5861,3873,Bank Transfer,Dining,Evening
5862,3718,ATM Withdrawal,Travel,Morning
5863,1719,ATM Withdrawal,Cash,Evening
5864,1771,Bank Transfer,Groceries,Morning
5865,1702,POS,Cash,Evening
5866,1255,Online,Travel,Morning
5867,135,Online,Cash,Morning
5868,4762,POS,Electronics,Evening
5869,1209,ATM Withdrawal,Groceries,Evening
5870,2721,ATM Withdrawal,Travel,Night
5871,3456,Bank Transfer,Clothing,Afternoon
5872,1000,Bank Transfer,Dining,Morning
5873,3075,Bank Transfer,Cash,Morning
5874,4964,POS,Cash,Morning
5875,1531,POS,Travel,Morning
5876,4738,ATM Withdrawal,Dining,Evening
5877,2508,Bank Transfer,Cash,Evening
5878,2575,ATM Withdrawal,Clothing,Afternoon
5879,4800,POS,Travel,Morning
5880,2607,Online,Electronics,Afternoon
5881,125,ATM Withdrawal,Groceries,Night
5882,1041,POS,Clothing,Afternoon
5883,1251,Bank Transfer,Dining,Afternoon
5884,1752,Online,Dining,Night
5885,3648,Online,Clothing,Night
5886,4409,Online,Electronics,Afternoon
5887,4100,Bank Transfer,Cash,Night
5888,1985,Online,Electronics,Afternoon
5889,4193,POS,Cash,Evening
5890,4413,ATM Withdrawal,Cash,Evening
5891,4907,Online,Dining,Afternoon
5892,173,Online,Cash,Night
5893,3320,POS,Clothing,Night
5894,3398,Bank Transfer,Cash,Evening
5895,1005,Online,Clothing,Evening
5896,1887,POS,Groceries,Night
5897,1833,POS,Dining,Night
5898,4916,Bank Transfer,Electronics,Night
5899,2305,Bank Transfer,Travel,Night
5900,3274,ATM Withdrawal,Electronics,Afternoon
5901,1358,Online,Electronics,Night
5902,1813,ATM Withdrawal,Travel,Evening
5903,2261,POS,Dining,Evening
5904,2910,Online,Cash,Morning
5905,1603,POS,Groceries,Night
5906,442,POS,Electronics,Afternoon
5907,3827,POS,Cash,Morning
5908,4927,Bank Transfer,Electronics,Morning
5909,1080,Bank Transfer,Dining,Afternoon
5910,4610,Online,Dining,Morning
5911,124,POS,Clothing,Morning
5912,1449,POS,Dining,Evening
5913,1800,Online,Dining,Morning
5914,1004,ATM Withdrawal,Electronics,Afternoon
5915,4328,POS,Groceries,Night
5916,4741,Bank Transfer,Electronics,Night
5917,4777,ATM Withdrawal,Cash,Night
5918,967,ATM Withdrawal,Dining,Evening
5919,105,ATM Withdrawal,Clothing,Evening
5920,2164,ATM Withdrawal,Groceries,Evening
5921,641,ATM Withdrawal,Clothing,Afternoon
5922,3694,ATM Withdrawal,Travel,Night
5923,1711,Online,Clothing,Afternoon
5924,707,Online,Clothing,Afternoon
5925,41,ATM Withdrawal,Cash,Morning
5926,4884,Bank Transfer,Dining,Night
5927,558,Online,Cash,Morning
5928,2258,Online,Dining,Evening
5929,1903,ATM Withdrawal,Cash,Evening
5930,2844,Bank Transfer,Dining,Afternoon
5931,1713,ATM Withdrawal,Dining,Afternoon
5932,1166,Bank Transfer,Dining,Morning
5933,353,Bank Transfer,Clothing,Morning
5934,4082,POS,Travel,Afternoon
5935,3472,Online,Dining,Night
5936,2258,ATM Withdrawal,Travel,Afternoon
5937,954,Online,Travel,Night
5938,3890,Online,Electronics,Morning
5939,2060,Bank Transfer,Electronics,Evening
5940,3295,Online,Groceries,Evening
5941,2865,POS,Cash,Morning
5942,1340,ATM Withdrawal,Electronics,Morning
5943,2013,Online,Dining,Evening
5944,3625,ATM Withdrawal,Travel,Night
5945,1797,Online,Cash,Morning
5946,2256,ATM Withdrawal,Groceries,Night
5947,3682,ATM Withdrawal,Electronics,Night
5948,2165,ATM Withdrawal,Clothing,Evening
5949,3489,Online,Cash,Night
5950,3030,POS,Groceries,Evening
5951,61,ATM Withdrawal,Dining,Morning
5952,2169,Bank Transfer,Cash,Afternoon
5953,4400,Bank Transfer,Travel,Afternoon
5954,3661,Bank Transfer,Dining,Afternoon
5955,3925,POS,Dining,Afternoon
5956,2122,ATM Withdrawal,Cash,Afternoon
5957,2631,POS,Clothing,Afternoon
5958,4570,ATM Withdrawal,Clothing,Night
5959,4739,POS,Cash,Night
5960,1364,ATM Withdrawal,Cash,Afternoon
5961,3764,Bank Transfer,Cash,Morning
5962,219,ATM Withdrawal,Travel,Morning
5963,247,POS,Electronics,Night
5964,345,ATM Withdrawal,Dining,Night
5965,3848,Online,Cash,Afternoon
5966,1586,ATM Withdrawal,Electronics,Morning
5967,509,Bank Transfer,Travel,Evening
5968,1574,ATM Withdrawal,Dining,Afternoon
5969,800,Online,Electronics,Night
5970,3550,Online,Dining,Night
5971,3132,Online,Clothing,Night
5972,1145,POS,Cash,Evening
5973,3954,Online,Clothing,Morning
5974,2358,POS,Groceries,Night
5975,4334,Online,Travel,Afternoon
5976,159,POS,Cash,Evening
5977,3216,Online,Electronics,Morning
5978,3538,Online,Dining,Afternoon
5979,1634,ATM Withdrawal,Groceries,Afternoon
5980,2584,Online,Travel,Evening
5981,4438,ATM Withdrawal,Travel,Evening
5982,4279,Online,Travel,Evening
5983,3294,Online,Electronics,Night
5984,2118,ATM Withdrawal,Cash,Morning
5985,3957,ATM Withdrawal,Clothing,Night
5986,4924,POS,Groceries,Evening
5987,2273,Bank Transfer,Electronics,Evening
5988,1622,ATM Withdrawal,Dining,Evening
5989,3825,POS,Electronics,Night
5990,4729,Online,Dining,Afternoon
5991,587,ATM Withdrawal,Dining,Evening
5992,432,ATM Withdrawal,Travel,Night
5993,2773,Online,Electronics,Evening
5994,1239,Online,Clothing,Night
5995,3186,Online,Dining,Morning
5996,763,Online,Travel,Morning
5997,4852,Bank Transfer,Clothing,Night
5998,697,ATM Withdrawal,Electronics,Evening
5999,732,Online,Clothing,Night
6000,756,Online,Electronics,Morning
6001,4347,Bank Transfer,Dining,Night
6002,2722,ATM Withdrawal,Groceries,Morning
6003,717,POS,Groceries,Morning
6004,444,ATM Withdrawal,Cash,Afternoon
6005,4886,POS,Cash,Evening
6006,493,Bank Transfer,Dining,Night
6007,3528,Online,Clothing,Evening
6008,1543,Bank Transfer,Electronics,Evening
6009,179,ATM Withdrawal,Groceries,Morning
6010,1030,Online,Electronics,Morning
6011,4974,ATM Withdrawal,Dining,Night
6012,857,POS,Clothing,Night
6013,705,ATM Withdrawal,Electronics,Night
6014,3356,Bank Transfer,Clothing,Morning
6015,4023,Bank Transfer,Groceries,Afternoon
6016,41,Bank Transfer,Electronics,Night
6017,186,Online,Travel,Morning
6018,2974,ATM Withdrawal,Groceries,Afternoon
6019,2122,Online,Clothing,Evening
6020,3896,ATM Withdrawal,Dining,Morning
6021,1512,POS,Travel,Night
6022,2325,ATM Withdrawal,Cash,Night
6023,2654,ATM Withdrawal,Electronics,Afternoon
6024,75,ATM Withdrawal,Cash,Afternoon
6025,4238,ATM Withdrawal,Groceries,Morning
6026,1938,POS,Electronics,Afternoon
6027,594,Online,Electronics,Morning
6028,1758,Bank Transfer,Travel,Afternoon
6029,2214,ATM Withdrawal,Travel,Evening
6030,3640,Bank Transfer,Travel,Night
6031,1902,Bank Transfer,Travel,Night
6032,2439,Bank Transfer,Dining,Evening
6033,3103,Bank Transfer,Clothing,Night
6034,983,ATM Withdrawal,Travel,Night
6035,4034,Bank Transfer,Groceries,Night
6036,2652,ATM Withdrawal,Electronics,Night
6037,1452,POS,Cash,Evening
6038,4339,Online,Travel,Morning
6039,1487,Online,Groceries,Night
6040,780,ATM Withdrawal,Dining,Evening
6041,315,ATM Withdrawal,Groceries,Night
6042,11,Online,Cash,Evening
6043,280,Bank Transfer,Cash,Evening
6044,4526,ATM Withdrawal,Groceries,Morning
6045,3224,Bank Transfer,Dining,Afternoon
6046,873,ATM Withdrawal,Cash,Morning
6047,2749,ATM Withdrawal,Dining,Morning
6048,2924,POS,Electronics,Night
6049,116,POS,Travel,Evening
6050,3178,Online,Cash,Afternoon
6051,4654,POS,Groceries,Evening
6052,2609,POS,Clothing,Night
6053,2245,Online,Clothing,Evening
6054,2809,Bank Transfer,Electronics,Night
6055,1521,POS,Clothing,Morning
6056,28,Bank Transfer,Electronics,Morning
6057,868,Online,Travel,Night
6058,1426,ATM Withdrawal,Electronics,Morning
6059,3042,Bank Transfer,Dining,Evening
6060,4515,Online,Dining,Afternoon
6061,1436,Bank Transfer,Dining,Afternoon
6062,2541,Online,Cash,Evening
6063,4729,Online,Dining,Afternoon
6064,4761,ATM Withdrawal,Dining,Evening
6065,4873,Bank Transfer,Dining,Night
6066,4048,ATM Withdrawal,Dining,Afternoon
6067,4123,ATM Withdrawal,Cash,Night
6068,2241,Bank Transfer,Dining,Night
6069,2462,Bank Transfer,Dining,Evening
6070,2856,Online,Travel,Afternoon
6071,3212,Bank Transfer,Cash,Morning
6072,1826,Online,Dining,Morning
6073,1790,Online,Electronics,Morning
6074,4113,Online,Travel,Morning
6075,714,Online,Cash,Evening
6076,1351,Online,Clothing,Night
6077,3472,Online,Groceries,Afternoon
6078,3600,Bank Transfer,Cash,Evening
6079,1169,Bank Transfer,Travel,Morning
6080,4636,POS,Dining,Afternoon
6081,3732,Bank Transfer,Travel,Evening
6082,3448,ATM Withdrawal,Groceries,Night
6083,3570,POS,Groceries,Morning
6084,3092,Bank Transfer,Cash,Afternoon
6085,1725,ATM Withdrawal,Dining,Afternoon
6086,2253,Bank Transfer,Dining,Morning
6087,1770,Online,Electronics,Night
6088,4017,POS,Groceries,Morning
6089,1806,Online,Dining,Night
6090,2685,POS,Groceries,Afternoon
6091,3246,POS,Electronics,Morning
6092,53,Online,Clothing,Night
6093,498,POS,Groceries,Night
6094,4286,POS,Electronics,Evening
6095,3158,Bank Transfer,Electronics,Night
6096,4733,ATM Withdrawal,Electronics,Morning
6097,966,Online,Travel,Morning
6098,2124,Bank Transfer,Cash,Night
6099,1125,Bank Transfer,Dining,Morning
6100,1791,Online,Groceries,Afternoon
6101,2836,POS,Cash,Afternoon
6102,660,Online,Travel,Morning
6103,1886,ATM Withdrawal,Groceries,Night
6104,350,ATM Withdrawal,Cash,Afternoon
6105,2960,Online,Travel,Night
6106,3385,Bank Transfer,Dining,Morning
6107,2455,Online,Electronics,Evening
6108,2760,ATM Withdrawal,Cash,Afternoon
6109,2154,Online,Cash,Morning
6110,1364,POS,Groceries,Afternoon
6111,3286,Online,Electronics,Night
6112,458,Bank Transfer,Dining,Evening
6113,4182,POS,Groceries,Evening
6114,4654,ATM Withdrawal,Clothing,Morning
6115,807,Online,Clothing,Afternoon
6116,3506,Bank Transfer,Clothing,Evening
6117,4920,Bank Transfer,Dining,Afternoon
6118,2192,ATM Withdrawal,Clothing,Night
6119,3336,Online,Cash,Night
6120,655,Bank Transfer,Groceries,Morning
6121,729,POS,Cash,Evening
6122,1532,Online,Clothing,Evening
6123,1079,ATM Withdrawal,Groceries,Afternoon
6124,4753,POS,Cash,Night
6125,4897,Online,Dining,Evening
6126,4684,Bank Transfer,Electronics,Morning
6127,3085,ATM Withdrawal,Cash,Morning
6128,3817,ATM Withdrawal,Travel,Evening
6129,3371,Online,Clothing,Morning
6130,2166,ATM Withdrawal,Travel,Evening
6131,4565,POS,Electronics,Evening
6132,2323,Online,Dining,Evening
6133,3515,POS,Cash,Evening
6134,4149,ATM Withdrawal,Dining,Afternoon
6135,642,ATM Withdrawal,Electronics,Evening
6136,2209,ATM Withdrawal,Travel,Morning
6137,3073,POS,Cash,Night
6138,2920,ATM Withdrawal,Clothing,Afternoon
6139,632,Online,Groceries,Night
6140,370,Bank Transfer,Dining,Night
6141,2377,Online,Electronics,Night
6142,219,Bank Transfer,Cash,Night
6143,3477,ATM Withdrawal,Travel,Night
6144,940,Online,Clothing,Morning
6145,4594,POS,Travel,Evening
6146,3953,Bank Transfer,Clothing,Morning
6147,4706,POS,Cash,Afternoon
6148,4879,Bank Transfer,Groceries,Morning
6149,887,ATM Withdrawal,Groceries,Afternoon
6150,4805,Online,Electronics,Evening
6151,2509,Bank Transfer,Electronics,Night
6152,2533,Online,Clothing,Evening
6153,4361,Bank Transfer,Clothing,Morning
6154,401,Bank Transfer,Clothing,Morning
6155,3912,ATM Withdrawal,Clothing,Evening
6156,2331,Bank Transfer,Cash,Evening
6157,4950,POS,Cash,Morning
6158,3991,Bank Transfer,Groceries,Evening
6159,148,Bank Transfer,Electronics,Afternoon
6160,112,Bank Transfer,Electronics,Afternoon
6161,493,ATM Withdrawal,Dining,Morning
6162,4329,Online,Electronics,Morning
6163,4083,Online,Electronics,Evening
6164,1858,ATM Withdrawal,Travel,Evening
6165,1894,POS,Travel,Night
6166,3215,POS,Dining,Afternoon
6167,2171,ATM Withdrawal,Clothing,Morning
6168,1474,Online,Dining,Morning
6169,653,POS,Dining,Morning
6170,3446,ATM Withdrawal,Groceries,Morning
6171,4563,Online,Cash,Night
6172,620,POS,Electronics,Afternoon
6173,4312,POS,Groceries,Night
6174,1553,ATM Withdrawal,Cash,Afternoon
6175,3549,Online,Electronics,Morning
6176,1476,POS,Dining,Afternoon
6177,926,ATM Withdrawal,Electronics,Morning
6178,1191,POS,Clothing,Night
6179,2156,Online,Clothing,Afternoon
6180,2282,Bank Transfer,Dining,Evening
6181,861,POS,Travel,Afternoon
6182,4546,Online,Clothing,Morning
6183,729,POS,Dining,Evening
6184,4690,Bank Transfer,Groceries,Morning
6185,2024,Bank Transfer,Travel,Evening
6186,3482,POS,Clothing,Evening
6187,3652,ATM Withdrawal,Dining,Afternoon
6188,3880,POS,Dining,Afternoon
6189,73,Online,Groceries,Evening
6190,4873,ATM Withdrawal,Groceries,Evening
6191,569,Online,Travel,Evening
6192,1743,Online,Cash,Morning
6193,679,ATM Withdrawal,Clothing,Afternoon
6194,3904,Bank Transfer,Dining,Morning
6195,1552,Online,Travel,Afternoon
6196,1281,POS,Travel,Night
6197,2425,Bank Transfer,Groceries,Morning
6198,2801,Bank Transfer,Dining,Afternoon
6199,4723,ATM Withdrawal,Electronics,Evening
6200,3064,POS,Cash,Evening
6201,2468,POS,Cash,Afternoon
6202,3075,Bank Transfer,Groceries,Evening
6203,1173,Online,Dining,Evening
6204,4569,Online,Travel,Night
6205,2759,POS,Cash,Night
6206,1958,Bank Transfer,Travel,Night
6207,69,Bank Transfer,Clothing,Morning
6208,3112,Bank Transfer,Electronics,Night
6209,342,ATM Withdrawal,Groceries,Night
6210,4181,POS,Cash,Night
6211,199,POS,Clothing,Afternoon
6212,3570,Online,Clothing,Evening
6213,305,Online,Electronics,Afternoon
6214,2558,POS,Groceries,Night
6215,186,POS,Groceries,Morning
6216,809,Online,Travel,Afternoon
6217,815,POS,Groceries,Night
6218,1752,Online,Clothing,Morning
6219,224,POS,Travel,Morning
6220,1889,ATM Withdrawal,Groceries,Morning
6221,2710,ATM Withdrawal,Electronics,Evening
6222,606,Bank Transfer,Clothing,Morning
6223,1727,POS,Dining,Night
6224,1365,Online,Electronics,Afternoon
6225,4233,POS,Electronics,Afternoon
6226,1302,POS,Groceries,Night
6227,2608,Bank Transfer,Travel,Evening
6228,3447,Online,Travel,Evening
6229,4724,POS,Clothing,Morning
6230,151,Online,Groceries,Night
6231,3226,POS,Travel,Morning
6232,2849,Bank Transfer,Cash,Morning
6233,4350,Online,Dining,Night
6234,3523,POS,Cash,Evening
6235,2760,ATM Withdrawal,Groceries,Evening
6236,1724,Online,Groceries,Afternoon
6237,1145,Bank Transfer,Travel,Night
6238,3731,ATM Withdrawal,Electronics,Morning
6239,1919,Online,Groceries,Night
6240,2257,Online,Electronics,Morning
6241,4526,Online,Clothing,Afternoon
6242,4112,Online,Clothing,Afternoon
6243,1558,POS,Travel,Afternoon
6244,2649,POS,Clothing,Afternoon
6245,4776,Online,Cash,Morning
6246,4521,Bank Transfer,Cash,Evening
6247,2841,POS,Cash,Morning
6248,1016,Online,Travel,Afternoon
6249,3231,Online,Travel,Evening
6250,3072,Bank Transfer,Cash,Night
6251,4533,Bank Transfer,Electronics,Morning
6252,3062,Bank Transfer,Cash,Night
6253,4439,ATM Withdrawal,Electronics,Afternoon
6254,2329,Online,Clothing,Night
6255,3549,Bank Transfer,Electronics,Evening
6256,2376,Online,Groceries,Evening
6257,536,POS,Dining,Evening
6258,2817,Online,Groceries,Morning
6259,1205,Online,Groceries,Night
6260,1763,ATM Withdrawal,Travel,Night
6261,1682,POS,Dining,Night
6262,2038,POS,Travel,Afternoon
6263,1664,ATM Withdrawal,Electronics,Morning
6264,4559,Bank Transfer,Cash,Morning
6265,4851,Bank Transfer,Electronics,Night
6266,4051,Online,Dining,Morning
6267,857,ATM Withdrawal,Clothing,Night
6268,877,Bank Transfer,Electronics,Night
6269,783,POS,Groceries,Night
6270,552,ATM Withdrawal,Dining,Evening
6271,4427,Bank Transfer,Dining,Afternoon
6272,795,POS,Electronics,Morning
6273,3315,ATM Withdrawal,Electronics,Afternoon
6274,4645,Online,Travel,Evening
6275,2893,Online,Travel,Morning
6276,458,POS,Groceries,Night
6277,3320,Bank Transfer,Dining,Afternoon
6278,4595,Bank Transfer,Clothing,Evening
6279,1915,ATM Withdrawal,Clothing,Morning
6280,4569,POS,Dining,Morning
6281,4419,Bank Transfer,Groceries,Afternoon
6282,3261,Online,Travel,Afternoon
6283,394,POS,Travel,Morning
6284,304,Online,Travel,Morning
6285,1248,POS,Clothing,Evening
6286,4867,ATM Withdrawal,Clothing,Night
6287,2826,Bank Transfer,Groceries,Night
6288,1108,Bank Transfer,Clothing,Evening
6289,1747,Bank Transfer,Electronics,Morning
6290,2199,Online,Clothing,Afternoon
6291,2775,Bank Transfer,Travel,Afternoon
6292,1232,POS,Groceries,Morning
6293,3252,Online,Dining,Evening
6294,3909,ATM Withdrawal,Dining,Morning
6295,4333,Online,Groceries,Afternoon
6296,420,ATM Withdrawal,Electronics,Morning
6297,3009,Online,Dining,Morning
6298,2955,Bank Transfer,Travel,Evening
6299,4796,ATM Withdrawal,Dining,Night
6300,887,Bank Transfer,Dining,Afternoon
6301,796,Online,Travel,Afternoon
6302,2119,ATM Withdrawal,Clothing,Morning
6303,1996,POS,Electronics,Afternoon
6304,888,POS,Travel,Afternoon
6305,1617,Online,Travel,Night
6306,2413,ATM Withdrawal,Cash,Afternoon
6307,80,POS,Groceries,Afternoon
6308,2320,Bank Transfer,Electronics,Evening
6309,4411,Bank Transfer,Clothing,Evening
6310,3305,Online,Cash,Evening
6311,771,Bank Transfer,Travel,Evening
6312,4693,Bank Transfer,Cash,Evening
6313,2131,Bank Transfer,Clothing,Night
6314,3592,POS,Cash,Afternoon
6315,4207,ATM Withdrawal,Cash,Morning
6316,1639,Online,Cash,Night
6317,4298,ATM Withdrawal,Travel,Morning
6318,1095,ATM Withdrawal,Travel,Evening
6319,2467,ATM Withdrawal,Groceries,Afternoon
6320,4405,POS,Dining,Evening
6321,3276,Bank Transfer,Electronics,Night
6322,463,Online,Groceries,Morning
6323,2631,ATM Withdrawal,Clothing,Afternoon
6324,628,Bank Transfer,Cash,Night
6325,646,POS,Travel,Night
6326,2358,ATM Withdrawal,Cash,Afternoon
6327,4884,Bank Transfer,Travel,Afternoon
6328,3046,POS,Electronics,Night
6329,2259,Bank Transfer,Groceries,Morning
6330,2731,Online,Groceries,Morning
6331,2359,Bank Transfer,Clothing,Night
6332,4442,Bank Transfer,Groceries,Night
6333,2004,Online,Groceries,Evening
6334,2830,Online,Dining,Evening
6335,1081,Bank Transfer,Electronics,Morning
6336,2041,Online,Cash,Evening
6337,1259,Bank Transfer,Groceries,Morning
6338,1305,ATM Withdrawal,Clothing,Afternoon
6339,3566,Bank Transfer,Cash,Evening
6340,337,POS,Travel,Morning
6341,806,Online,Groceries,Morning
6342,2871,ATM Withdrawal,Groceries,Night
6343,4770,Online,Cash,Morning
6344,2803,Online,Travel,Evening
6345,3104,Online,Dining,Night
6346,2987,POS,Electronics,Night
6347,972,POS,Dining,Evening
6348,1278,Bank Transfer,Clothing,Afternoon
6349,382,POS,Cash,Evening
6350,4390,Online,Groceries,Evening
6351,2578,ATM Withdrawal,Dining,Night
6352,4912,ATM Withdrawal,Electronics,Evening
6353,4752,ATM Withdrawal,Clothing,Afternoon
6354,3703,Online,Dining,Afternoon
6355,1614,POS,Groceries,Afternoon
6356,105,ATM Withdrawal,Electronics,Night
6357,4379,Online,Groceries,Evening
6358,3951,Online,Groceries,Morning
6359,1210,ATM Withdrawal,Clothing,Evening
6360,3954,ATM Withdrawal,Electronics,Afternoon
6361,4889,Bank Transfer,Travel,Evening
6362,141,Bank Transfer,Groceries,Night
6363,3125,Online,Electronics,Evening
6364,1400,Bank Transfer,Groceries,Night
6365,1159,Bank Transfer,Dining,Morning
6366,3520,ATM Withdrawal,Dining,Morning
6367,3657,Bank Transfer,Electronics,Night
6368,817,Online,Clothing,Evening
6369,4849,ATM Withdrawal,Travel,Afternoon
6370,60,Bank Transfer,Dining,Night
6371,3218,Bank Transfer,Clothing,Evening
6372,65,Bank Transfer,Travel,Evening
6373,3674,POS,Dining,Evening
6374,753,Bank Transfer,Travel,Afternoon
6375,4548,Bank Transfer,Cash,Afternoon
6376,2886,Online,Groceries,Afternoon
6377,89,Bank Transfer,Electronics,Night
6378,4482,POS,Dining,Night
6379,3950,ATM Withdrawal,Dining,Afternoon
6380,2976,Bank Transfer,Groceries,Night
6381,3738,Bank Transfer,Dining,Afternoon
6382,4546,Online,Dining,Night
6383,135,Bank Transfer,Cash,Evening
6384,228,Bank Transfer,Dining,Afternoon
6385,957,Bank Transfer,Dining,Night
6386,4383,Bank Transfer,Dining,Evening
6387,604,ATM Withdrawal,Clothing,Evening
6388,150,Online,Dining,Night
6389,2903,ATM Withdrawal,Groceries,Evening
6390,3065,POS,Cash,Morning
6391,1640,Bank Transfer,Dining,Afternoon
6392,886,POS,Travel,Afternoon
6393,4215,ATM Withdrawal,Cash,Evening
6394,2670,POS,Cash,Night
6395,3400,Bank Transfer,Travel,Morning
6396,4901,POS,Groceries,Night
6397,2039,ATM Withdrawal,Clothing,Afternoon
6398,4834,Bank Transfer,Groceries,Evening
6399,2562,Online,Clothing,Morning
6400,3621,ATM Withdrawal,Electronics,Evening
6401,1050,Bank Transfer,Travel,Morning
6402,324,Online,Cash,Evening
6403,3469,POS,Cash,Night
6404,4182,POS,Cash,Afternoon
6405,3035,POS,Travel,Evening
6406,2956,Bank Transfer,Travel,Evening
6407,3246,POS,Clothing,Morning
6408,3690,POS,Cash,Night
6409,4817,Online,Groceries,Night
6410,3116,Online,Clothing,Morning
6411,1547,Online,Cash,Night
6412,3882,Bank Transfer,Travel,Afternoon
6413,1877,ATM Withdrawal,Travel,Evening
6414,4959,POS,Travel,Morning
6415,1171,POS,Cash,Night
6416,3930,Bank Transfer,Travel,Afternoon
6417,3892,POS,Electronics,Afternoon
6418,2766,Bank Transfer,Travel,Night
6419,1922,Bank Transfer,Cash,Night
6420,274,Bank Transfer,Clothing,Morning
6421,4438,ATM Withdrawal,Travel,Night
6422,4925,Bank Transfer,Dining,Morning
6423,1312,ATM Withdrawal,Electronics,Evening
6424,1204,ATM Withdrawal,Cash,Afternoon
6425,1536,POS,Travel,Morning
6426,3614,Online,Dining,Afternoon
6427,4404,ATM Withdrawal,Cash,Evening
6428,2258,ATM Withdrawal,Clothing,Night
6429,1168,Online,Electronics,Morning
