customer_id,salary_deposits,total_expenses,risk_level
4717,14399,1680,low
4718,14243,8567,low
4719,13555,10381,low
4720,14213,9830,low
4721,3845,4991,low
4722,2382,13557,medium
4723,6112,6422,high
4724,14780,3571,low
4725,9069,6141,low
4726,5810,11619,high
4727,12088,7881,low
4728,3509,3292,low
4729,9573,5278,low
4730,14404,514,low
4731,3578,2915,low
4732,2879,3185,high
4733,4162,11592,low
4734,11764,9928,low
4735,11840,8659,low
4736,9714,8426,low
4737,14931,4600,medium
4738,3359,6874,medium
4739,6431,6504,medium
4740,10148,6021,low
4741,13161,11912,high
4742,5960,10299,medium
4743,5811,12255,medium
4744,6242,7655,low
4745,6217,3797,low
4746,2080,3133,low
4747,4732,4390,medium
4748,9833,12956,low
4749,4709,11500,low
4750,4422,1291,medium
4751,5641,9691,medium
4752,14791,651,high
4753,2667,3563,low
4754,4496,6867,medium
4755,5499,13291,low
4756,13690,8404,low
4757,11636,2591,low
4758,11537,5099,low
4759,10080,12774,low
4760,8823,12718,medium
4761,3189,7908,low
4762,8604,3477,medium
4763,10650,1342,low
4764,11404,13138,low
4765,14751,4293,low
4766,11103,10762,low
4767,3025,2159,low
4768,9785,9289,low
4769,12603,5662,low
4770,2071,11205,low
4771,7546,12827,low
4772,4685,6946,high
4773,11385,4770,low
4774,9372,13786,medium
4775,3848,4103,medium
4776,12576,7264,high
4777,4022,1716,medium
4778,8338,2791,low
4779,5741,13623,medium
4780,14940,4311,medium
4781,3298,13847,low
4782,6102,5493,low
4783,2904,5642,low
4784,5026,7362,medium
4785,12220,9623,medium
4786,8709,10830,low
4787,6711,7033,low
4788,10021,12694,low
4789,7969,8026,low
4790,4620,3478,high
4791,4646,5847,low
4792,6865,12584,low
4793,9345,8433,low
4794,4289,13849,medium
4795,9370,5095,low
4796,5872,11610,medium
4797,11677,11256,low
4798,13343,6711,low
4799,9690,10455,low
4800,3440,2670,low
4801,2765,9027,low
4802,14671,9868,high
4803,12630,3521,medium
4804,6092,9470,high
4805,14975,8336,low
4806,11341,1685,high
4807,13757,3785,low
4808,14334,3947,low
4809,12164,4491,low
4810,4666,11162,low
4811,10655,9630,medium
4812,7968,5399,low
4813,14410,12698,low
4814,9641,2435,medium
4815,4181,9325,low
4816,11834,9945,low
4817,5888,9774,low
4818,2840,10835,medium
4819,12846,1785,medium
4820,7899,9045,low
4821,6118,7979,low
4822,2565,5755,low
4823,8005,2385,medium
4824,11156,10510,low
4825,12474,5562,low
4826,11187,7566,low
4827,9226,11212,low
4828,11379,12700,low
4829,7890,3522,medium
4830,6311,11276,low
4831,13446,5765,low
4832,9736,2047,medium
4833,10848,12710,medium
4834,4982,4704,low
4835,11305,8090,low
4836,8083,1868,low
4837,14598,12029,high
4838,2556,2257,low
4839,5019,13781,high
4840,12496,10209,medium
4841,4580,5417,low
4842,10146,3984,low
4843,10243,12377,low
4844,11553,13724,low
4845,11386,3552,low
4846,6019,11388,medium
4847,5138,8882,high
4848,11840,1432,low
4849,2671,4737,medium
4850,2777,7740,low
4851,6927,3738,low
4852,12471,10907,low
4853,5022,1065,medium
4854,3860,5878,high
4855,5139,6058,medium
4856,3074,9826,low
4857,11908,1243,low
4858,11475,9364,low
4859,14878,11603,low
4860,8763,9222,medium
4861,3986,5909,medium
4862,12825,11713,medium
4863,11193,9253,low
4864,8327,6129,low
4865,3046,6818,low
4866,4176,801,low
4867,4338,4267,low
4868,12047,4780,medium
4869,2500,8006,medium
4870,4233,9201,low
4871,14766,7462,low
4872,12731,5929,low
4873,6608,7748,low
4874,13906,3945,medium
4875,9234,2703,low
4876,9972,3334,low
4877,8610,9486,low
4878,12524,2979,medium
4879,2600,10215,low
4880,6284,5356,low
4881,11180,10886,low
4882,12073,11220,medium
4883,6483,934,high
4884,7901,10730,low
4885,8129,2206,medium
4886,3754,8760,high
4887,4464,6225,high
4888,12415,2404,medium
4889,6482,7518,medium
4890,11686,4459,low
4891,11044,11643,medium
4892,9400,7325,low
4893,8806,6847,medium
4894,10643,13341,low
4895,12516,6656,medium
4896,9396,3213,medium
4897,9338,12061,low
4898,11950,6694,medium
4899,14500,13287,low
4900,13545,7012,medium
4901,14328,7367,low
4902,7241,4227,low
4903,9394,11096,high
4904,8437,12017,low
4905,6695,4046,medium
4906,13530,2803,low
4907,4588,4181,low
4908,3782,8352,low
4909,7947,3721,low
4910,8594,4874,low
4911,5520,1582,low
4912,11971,9137,low
4913,13324,13623,low
4914,13765,13542,high
4915,5218,2092,high
4916,5757,6108,low
4917,6016,6026,medium
4918,4837,5679,low
4919,12573,6972,medium
4920,8000,3275,medium
4921,9034,12508,high
4922,9309,11745,low
4923,6239,2090,medium
4924,14128,6504,low
4925,6428,7730,high
4926,11611,2731,low
4927,6150,5618,medium
4928,11522,6954,medium
4929,13109,8460,medium
4930,3446,2061,low
4931,11632,12964,high
4932,13936,4146,low
4933,13036,8096,medium
4934,8468,7740,low
4935,7790,5442,low
4936,6175,3738,low
4937,7080,2100,low
4938,2864,6200,low
4939,8860,6571,low
4940,10663,10748,low
4941,8217,13023,medium
4942,7672,1209,medium
4943,3502,3471,low
4944,6684,11424,low
4945,3410,1293,low
4946,5770,3599,low
4947,12097,11547,medium
4948,6659,6530,medium
4949,6001,6265,low
4950,13696,526,low
4951,5483,7193,low
4952,6562,11959,medium
4953,2598,5822,high
4954,11183,8776,low
4955,12124,6451,low
4956,12976,3601,medium
4957,5041,7109,high
4958,10160,9814,low
4959,8391,5809,low
4960,9287,511,low
4961,2066,8270,low
4962,10123,13800,low
4963,13590,10440,low
4964,4750,11801,low
4965,10661,10568,low
4966,11916,11311,medium
4967,8806,5913,low
4968,8429,6274,low
4969,10123,679,low
4970,14177,1296,low
4971,3631,7779,high
4972,8452,12505,low
4973,2774,7688,low
4974,13204,7812,medium
4975,8107,2524,low
4976,9804,8166,high
4977,12695,3717,low
4978,11678,7084,low
4979,6019,9578,low
4980,14419,11160,low
4981,2929,12079,medium
4982,5012,5785,medium
4983,7024,7870,low
4984,8264,2019,low
4985,9973,7111,medium
4986,11697,7356,high
4987,6729,2932,low
4988,9961,6957,low
4989,13136,5366,low
4990,4819,5554,medium
4991,8655,9608,low
4992,3184,2570,low
4993,10480,12668,medium
4994,8343,2281,low
4995,12003,9030,low
4996,2527,2016,low
4997,2916,11562,low
4998,11900,12274,low
4999,5574,5991,low
5000,5319,9606,low
5001,3406,6449,low
5002,3241,3790,medium
5003,7206,5070,medium
5004,9249,10138,low
5005,5133,1879,low
5006,2798,10175,low
5007,3523,8170,low
5008,9209,10766,low
5009,14299,1300,medium
5010,6928,9938,low
5011,4888,13651,low
5012,4690,11429,low
5013,6091,5767,medium
5014,9282,3995,low
5015,11433,13526,medium
5016,8249,3757,low
5017,2690,7058,medium
5018,10719,12569,medium
5019,3495,1481,low
5020,14017,11168,low
5021,13085,2588,low
5022,2892,3452,low
5023,10578,9703,medium
5024,11441,12156,medium
5025,12720,11442,medium
5026,7873,2626,medium
5027,6503,5312,low
5028,13720,8563,low
5029,2897,4361,medium
5030,2710,6403,low
5031,5695,3091,medium
5032,4686,10165,low
5033,9188,11213,low
5034,7778,9857,high
5035,9768,3822,low
5036,7013,6937,high
5037,6512,9301,high
5038,2415,10875,medium
5039,11663,11223,medium
5040,6180,3361,low
5041,6262,13342,medium
5042,12623,2155,low
5043,4515,2255,low
5044,11287,8737,medium
5045,11001,9951,low
5046,13236,13859,low
5047,7640,6727,low
5048,8616,5138,low
5049,2992,11924,medium
5050,11473,10143,low
5051,6370,10810,high
5052,3773,3067,medium
5053,5561,10684,medium
5054,5816,13700,low
5055,8633,3623,medium
5056,3756,5664,low
5057,4373,11032,medium
5058,4576,7581,low
5059,11083,5407,medium
5060,6184,10180,high
5061,10899,10265,low
5062,4397,5462,low
5063,14674,11119,medium
5064,12326,7650,low
5065,12546,2266,medium
5066,7969,4049,low
5067,6535,2809,low
5068,8883,13367,high
5069,10127,11096,medium
5070,11168,10134,medium
5071,2734,13485,low
5072,12660,2476,medium
5073,12732,12665,low
5074,2632,7680,medium
5075,6268,2990,medium
5076,6099,9417,low
5077,4901,12495,low
5078,3663,4881,low
5079,12207,12519,medium
5080,7591,6487,low
5081,13373,7925,medium
5082,14255,13357,low
5083,12822,4119,medium
5084,5872,11579,medium
5085,3054,6560,low
5086,10572,9189,low
5087,5082,4476,low
5088,12583,1204,medium
5089,10007,5952,medium
5090,11784,13349,low
5091,6261,6594,medium
5092,12939,12819,low
5093,4389,4181,low
5094,5553,4638,high
5095,7138,2416,low
5096,13219,10066,low
5097,11399,8001,low
5098,14045,2345,low
5099,2544,5154,low
5100,13273,6913,low
5101,5663,8611,medium
5102,4239,8490,low
5103,12559,10128,low
5104,5773,13730,low
5105,4627,3590,low
5106,8618,1870,medium
5107,14123,2428,high
5108,8780,2136,low
5109,12666,6680,medium
5110,10015,8783,low
5111,5130,2343,low
5112,13699,8876,low
5113,2096,13515,low
5114,5858,13839,low
5115,4708,10263,medium
5116,7397,1331,low
5117,13528,13132,high
5118,8152,6038,low
5119,2456,5815,low
5120,7914,10817,medium
5121,6368,12954,low
5122,13179,8955,low
5123,6088,5827,medium
5124,14076,1786,high
5125,11223,2029,medium
5126,10399,10500,medium
5127,3937,7155,medium
5128,3146,2377,high
5129,7152,10441,low
5130,6299,10601,low
5131,10118,11315,low
5132,12756,5931,low
5133,10634,9889,medium
5134,9759,2978,medium
5135,9953,13555,low
5136,6784,11202,low
5137,11024,600,medium
5138,3461,3587,low
5139,13708,6328,medium
5140,3159,7925,low
5141,2386,10611,low
5142,12233,2791,low
5143,9192,5967,low
5144,12745,12012,medium
5145,11910,8796,high
5146,6775,1193,medium
5147,14242,6286,low
5148,5409,5906,low
5149,2689,11932,medium
5150,9028,3991,medium
5151,9262,13858,low
5152,7664,13854,low
5153,8766,3892,medium
5154,11361,13605,low
5155,2952,2768,low
5156,8142,6132,low
5157,7967,4283,low
5158,14782,12204,medium
5159,9205,9581,high
5160,13688,6473,low
5161,14109,6469,low
5162,4484,9481,low
5163,3854,5148,low
5164,13631,5439,low
5165,5231,9350,medium
5166,4597,8524,low
5167,9829,8357,low
5168,10186,1518,low
5169,5983,2453,low
5170,8963,9882,low
5171,8684,12398,low
5172,12383,4157,high
5173,12827,5346,low
5174,2656,2796,low
5175,14004,1274,medium
5176,9743,3311,high
5177,13532,10072,low
5178,14103,3682,medium
5179,8839,13479,low
5180,11988,8367,low
5181,14555,13506,low
5182,8312,4829,medium
5183,9938,6667,medium
5184,11954,3597,low
5185,8176,1904,low
5186,14664,12493,medium
5187,5285,5601,low
5188,11777,1869,low
5189,7559,5997,medium
5190,5563,7165,medium
5191,12632,2564,medium
5192,6584,10984,medium
5193,6817,3265,low
5194,7041,3317,medium
5195,13292,8291,medium
5196,8182,1216,low
5197,10026,4540,low
5198,5244,2211,low
5199,3040,9917,low
5200,13319,5867,medium
5201,4273,6761,medium
5202,5629,508,low
5203,4114,9289,low
5204,9364,4618,high
5205,3677,6586,low
5206,5094,6883,low
5207,11190,10300,low
5208,7873,11723,low
5209,4284,13892,low
5210,7052,4167,low
5211,9062,2746,low
5212,3589,4126,low
5213,11353,12763,low
5214,4520,3322,low
5215,14047,8783,medium
5216,6648,1350,medium
5217,7729,1607,low
5218,2694,799,low
5219,9807,8602,medium
5220,14604,11035,low
5221,13990,10169,low
5222,5683,5900,medium
5223,8704,13788,medium
5224,9368,1582,medium
5225,3971,11648,low
5226,11695,11610,medium
5227,10055,8667,low
5228,13441,10057,medium
5229,6218,3300,low
5230,13434,12228,low
5231,3868,4451,medium
5232,3671,10801,low
5233,11274,9467,low
5234,3728,7268,high
5235,9632,1952,low
5236,14043,2181,low
5237,8403,2803,low
5238,8092,7657,medium
5239,4142,2351,medium
5240,11340,2397,low
5241,8184,6325,medium
5242,8010,12110,low
5243,2253,12289,medium
5244,6102,10019,low
5245,5542,9306,low
5246,4775,744,high
5247,9678,9448,low
5248,8212,9515,low
5249,6637,11519,low
5250,13525,4307,high
5251,14376,3279,low
5252,8034,2346,low
5253,13471,7521,low
5254,14500,9932,low
5255,13073,13303,low
5256,10457,973,medium
5257,12532,4631,high
5258,8476,11941,low
5259,5148,2292,low
5260,5359,2234,low
5261,3004,13617,low
5262,12286,7715,medium
5263,6717,7729,low
5264,5271,5688,low
5265,14714,12634,medium
5266,2209,5781,low
5267,11079,6358,medium
5268,7539,1444,low
5269,2153,2011,medium
5270,5593,4581,high
5271,10606,13218,medium
5272,13616,6618,high
5273,3284,1358,low
5274,5148,4060,low
5275,2768,8921,medium
5276,11174,11109,low
5277,7607,8869,low
5278,5202,12620,low
5279,14866,3115,low
5280,13718,2113,low
5281,4787,3340,low
5282,4210,11639,medium
5283,11230,2274,low
5284,9399,13762,low
5285,8338,4371,low
5286,14124,8773,low
5287,10733,1345,medium
5288,2358,11501,low
5289,2849,9908,low
5290,9498,13405,medium
5291,6522,3760,low
5292,4544,3645,low
5293,14773,8302,low
5294,3831,2763,high
5295,3472,11029,low
5296,11628,9136,low
5297,2329,8655,low
5298,7851,1422,low
5299,9032,7195,low
5300,7266,4788,low
5301,6354,6258,low
5302,8435,13076,high
5303,9978,8631,medium
5304,6238,3130,low
5305,8112,8316,medium
5306,14200,9859,low
5307,6722,8056,low
5308,3388,12655,medium
5309,6185,6430,medium
5310,10911,12133,medium
5311,5235,7500,low
5312,6576,4012,high
5313,12323,6566,low
5314,3100,9587,medium
5315,10864,13707,high
5316,10708,4222,low
5317,4532,6148,medium
5318,9770,2560,low
5319,5670,3534,low
5320,2781,2887,low
5321,5523,7508,low
5322,13750,10589,high
5323,8131,8531,medium
5324,12578,2299,low
5325,6782,4907,medium
5326,11781,3280,high
5327,6995,1627,low
5328,3501,9030,high
5329,13986,7865,low
5330,14510,8111,medium
5331,5080,13146,low
5332,11268,8035,low
5333,11292,9864,low
5334,2502,3308,medium
5335,11531,13555,low
5336,5885,11721,low
5337,10009,10781,low
5338,2623,4797,high
5339,12078,11709,low
5340,13542,5059,low
5341,3050,948,low
5342,9385,5508,low
5343,8081,5393,medium
5344,7484,1293,medium
5345,5772,936,low
5346,5916,6512,low
5347,6018,6369,medium
5348,3329,13318,low
5349,6114,13352,medium
5350,5367,2120,medium
5351,10095,12193,medium
5352,7141,11611,low
5353,5951,4808,low
5354,7084,1448,high
5355,12689,4444,low
5356,3573,9819,medium
5357,4634,691,low
5358,4768,12704,medium
5359,7302,12452,low
5360,8250,12422,low
5361,3211,1903,low
5362,10967,2490,medium
5363,7955,1604,medium
5364,3160,13492,low
5365,7977,1048,low
5366,9041,12140,medium
5367,4383,10553,low
5368,12846,12941,low
5369,7876,6261,low
5370,5540,9262,low
5371,14889,8403,low
5372,6635,2284,low
5373,3095,10979,low
5374,7901,11113,low
5375,10215,12664,low
5376,14911,1304,low
5377,13748,9490,low
5378,3079,11967,medium
5379,14510,9302,low
5380,10370,8017,low
5381,4847,7331,low
5382,3960,7417,low
5383,3473,10498,low
5384,6888,4738,low
5385,6979,3760,medium
5386,3212,4867,low
5387,7697,6151,high
5388,11001,3871,low
5389,2419,11165,low
5390,5659,2593,low
5391,7283,10834,low
5392,14008,4501,low
5393,11470,7056,medium
5394,12715,8310,low
5395,11632,11772,high
5396,3340,5054,medium
5397,12413,10124,low
5398,12584,3017,low
5399,7137,11549,low
5400,7189,9197,low
5401,3361,6305,low
5402,2591,1596,low
5403,2526,12871,low
5404,9855,12846,low
5405,12695,9736,high
5406,3292,7561,medium
5407,3654,2704,high
5408,2187,4402,low
5409,4758,1852,low
5410,10720,2096,low
5411,10625,9267,low
5412,8431,7480,low
5413,8037,1179,medium
5414,13704,12990,medium
5415,11996,4212,low
5416,10494,12520,low
5417,6182,9821,low
5418,8973,12596,low
5419,2437,11885,low
5420,12780,9009,low
5421,2832,5801,low
5422,10988,6234,high
5423,10751,8481,low
5424,13780,6392,medium
5425,10953,4196,low
5426,7794,13193,low
5427,5574,7629,low
5428,5785,3496,low
5429,12706,7737,low
5430,7220,7827,medium
5431,9750,7907,medium
5432,8818,12286,low
5433,2684,11901,low
5434,6233,3042,high
5435,2577,1178,low
5436,14997,5866,low
5437,10007,10581,low
5438,2227,6143,medium
5439,4328,7910,high
5440,4731,10335,low
5441,11019,6041,medium
5442,2430,1334,medium
5443,11255,10933,low
5444,3709,11047,low
5445,7782,10360,low
5446,3234,6526,high
5447,10493,11245,low
5448,7205,8972,medium
5449,3420,8470,low
5450,14820,7318,medium
5451,2768,5528,low
5452,8034,11454,low
5453,11596,5203,medium
5454,10635,13270,medium
5455,5104,9938,medium
5456,6355,2272,low
5457,5305,2664,medium
5458,3538,7611,low
5459,14122,8883,low
5460,3331,3335,low
5461,10168,3165,low
5462,8939,6613,low
5463,10261,3063,high
5464,7558,8998,low
5465,7944,8631,medium
5466,13627,9223,low
5467,9126,12909,low
5468,2480,3196,low
5469,7263,5187,high
5470,6094,7821,medium
5471,8167,7513,high
5472,13688,8204,high
5473,4793,6071,low
5474,4892,7836,low
5475,3198,558,medium
5476,10011,10265,low
5477,4372,1640,low
5478,3892,10502,low
5479,7790,11890,low
5480,3883,12168,low
5481,7467,13186,low
5482,2797,3062,low
5483,10209,3352,low
5484,10235,7141,low
5485,2154,1441,low
5486,6962,13315,medium
5487,13640,7041,low
5488,6080,10466,low
5489,10050,7930,medium
5490,7947,1921,low
5491,11617,6265,low
5492,6320,935,medium
5493,14504,1339,low
5494,13831,4501,medium
5495,14318,13147,medium
5496,3892,5748,medium
5497,11089,5459,low
5498,5424,11373,low
5499,14732,2150,low
5500,11450,6328,low
5501,4015,9937,low
5502,8673,2761,low
5503,8032,9607,low
5504,6833,11331,low
5505,11894,6394,low
5506,11065,6778,low
5507,2565,4389,medium
5508,9412,7397,low
5509,4018,13173,low
5510,12077,1826,high
5511,12315,6401,low
5512,14834,3858,low
5513,4314,2085,low
5514,6412,12060,medium
5515,5883,6145,low
5516,13384,888,low
5517,12051,3291,low
5518,10216,3832,medium
5519,13695,1203,low
5520,14447,6334,low
5521,8739,3320,medium
5522,11329,8553,low
5523,9902,5459,medium
5524,3189,1559,low
5525,9156,12866,medium
5526,14990,9990,low
5527,9342,1801,medium
5528,14288,9365,high
5529,8884,11051,low
5530,5157,8196,low
5531,12559,4799,low
5532,7520,13772,low
5533,14669,6571,low
5534,3741,4612,low
5535,5688,8381,low
5536,9485,13263,low
5537,7369,12274,low
5538,7644,9708,medium
5539,13938,8901,low
5540,11089,998,low
5541,6023,9120,low
5542,2716,7745,low
5543,5967,12331,low
5544,9423,11843,low
5545,8450,2605,low
5546,14213,10245,medium
5547,5215,5827,low
5548,9825,6130,medium
5549,2390,3706,medium
5550,14076,7637,medium
5551,11891,3069,high
5552,5037,3128,low
5553,2232,10568,low
5554,12118,13686,medium
5555,5131,13894,low
5556,9634,7264,low
5557,13498,1567,medium
5558,12916,2006,medium
5559,14993,3513,high
5560,2233,10359,high
5561,3391,13280,medium
5562,13084,7142,low
5563,11447,13392,medium
5564,12730,4566,low
5565,13882,1447,low
5566,2889,4889,medium
5567,9902,8643,low
5568,14879,1671,low
5569,2745,6614,low
5570,11911,671,medium
5571,2427,6182,low
5572,2731,13318,medium
5573,2799,9835,low
5574,8507,10551,medium
5575,14489,6356,medium
5576,9025,6709,low
5577,11027,10880,low
5578,9624,11185,low
5579,10326,4077,high
5580,7383,8880,medium
5581,8207,4576,high
5582,4538,657,low
5583,5718,8277,medium
5584,10232,3217,medium
5585,5367,10662,medium
5586,7008,8937,high
5587,7229,11595,low
5588,9388,3295,low
5589,4415,7700,medium
5590,9171,8028,medium
5591,12232,12516,low
5592,14531,2877,low
5593,4949,9541,low
5594,6261,2310,low
5595,7145,5690,low
5596,5466,5932,medium
5597,5088,12678,medium
5598,3115,8395,low
5599,6578,2626,low
5600,4590,12956,low
5601,9372,7453,low
5602,5573,3530,medium
5603,4978,6823,high
5604,12639,6247,low
5605,11422,10999,medium
5606,12858,6105,medium
5607,9313,6391,medium
5608,9022,3576,low
5609,6975,2844,high
5610,6925,1119,low
5611,10047,11594,low
5612,10090,2907,low
5613,14450,6760,low
5614,10051,13144,low
5615,7292,3504,low
5616,8645,4414,low
5617,12786,11178,medium
5618,7403,12094,medium
5619,5430,4096,low
5620,13109,10369,medium
5621,13144,13999,medium
5622,3995,4539,medium
5623,8030,1804,low
5624,5891,6130,medium
5625,9145,12785,high
5626,10498,7782,medium
5627,11554,10655,low
5628,4102,3807,low
5629,5030,1861,medium
5630,10524,7165,low
5631,10107,4794,low
5632,12944,2287,low
5633,2242,1573,medium
5634,3884,9857,medium
5635,10015,6402,low
5636,11624,4099,high
5637,12742,11409,low
5638,8747,11845,medium
5639,10494,12818,medium
5640,6330,3555,medium
5641,9863,6976,high
5642,5109,1159,low
5643,4186,6820,medium
5644,14482,7013,low
5645,3550,5142,medium
5646,11984,11274,medium
5647,2646,9821,medium
5648,8144,6873,low
5649,6656,10966,medium
5650,10904,4966,low
5651,14700,13911,low
5652,2537,10160,medium
5653,8572,6087,low
5654,2234,10794,medium
5655,12588,11958,low
5656,11696,2971,low
5657,8539,9843,medium
5658,3374,6675,low
5659,14703,8784,low
5660,3909,11258,medium
5661,11107,1781,low
5662,14150,11592,medium
5663,9218,11491,low
5664,2080,3677,medium
5665,4083,6167,medium
5666,12880,5011,medium
5667,3690,11296,low
5668,2756,4381,medium
5669,4670,2913,medium
5670,5751,2044,medium
5671,13744,12222,low
5672,10659,11338,medium
5673,7261,5284,medium
5674,8852,6261,low
5675,3494,8374,low
5676,7740,10750,medium
5677,11211,7461,low
5678,10055,6126,high
5679,2901,5014,medium
5680,2672,1645,medium
5681,10630,9602,low
5682,14414,11998,low
5683,12268,5950,high
5684,2444,2066,low
5685,11157,11087,medium
5686,13982,3505,low
5687,10655,5007,low
5688,4198,4748,low
5689,4287,8783,low
5690,13957,4492,high
5691,13368,9022,low
5692,6008,8527,low
5693,13696,6260,low
5694,11104,9646,low
5695,2496,12472,low
5696,3463,11293,medium
5697,8828,8545,low
5698,6253,3477,low
5699,14459,5847,low
5700,2493,4789,high
5701,7065,1029,low
5702,7430,3392,low
5703,3426,9958,medium
5704,11884,7943,low
5705,3793,10165,low
5706,4723,5234,low
5707,2658,10289,medium
5708,6761,3025,low
5709,9630,13485,medium
5710,14654,4261,medium
5711,10741,6641,low
5712,10834,3242,low
5713,6350,5135,low
5714,2207,4925,medium
5715,12689,9161,low
5716,6190,4330,low
5717,3883,7492,low
5718,4886,1033,high
5719,2477,5062,low
5720,10953,7620,high
5721,10381,12747,low
5722,8854,7063,low
5723,2755,12371,low
5724,11638,7789,low
5725,6931,4587,low
5726,11855,9453,low
5727,7724,13793,high
5728,12027,9582,medium
5729,14420,2855,medium
5730,6150,2455,low
5731,6060,3471,low
5732,14797,13741,low
5733,6765,6039,medium
5734,5612,7993,high
5735,8553,2172,low
5736,9378,3336,low
5737,3689,5427,low
5738,3316,5439,low
5739,9130,4144,low
5740,5186,2797,medium
5741,14212,4561,medium
5742,7789,3666,low
5743,14546,10011,low
5744,3145,683,high
5745,6394,9975,low
5746,9942,3346,low
5747,9548,10925,low
5748,2560,12780,low
5749,3912,10124,low
5750,3864,11832,medium
5751,2296,10488,low
5752,4409,5222,low
5753,12828,10747,medium
5754,9630,12028,low
5755,3461,1282,medium
5756,6292,2007,medium
5757,4268,13562,low
5758,2994,6355,medium
5759,8554,13794,low
5760,2007,8038,high
5761,12783,12546,low
5762,4515,1176,high
5763,14607,7750,medium
5764,3417,10522,low
5765,4316,8313,low
5766,9358,4590,high
5767,5932,12998,medium
5768,8204,6223,low
5769,3287,10052,medium
5770,13036,13277,low
5771,3118,3186,low
5772,10744,8882,low
5773,9637,9534,low
5774,2660,9026,medium
5775,10907,8189,low
5776,8922,1610,medium
5777,13777,1078,low
5778,13953,561,low
5779,10104,886,low
5780,8337,9861,low
5781,4529,2700,low
5782,5970,13406,low
5783,5407,2183,low
5784,11650,6821,low
5785,13459,8556,low
5786,11046,9178,low
5787,9416,12424,medium
5788,6760,7914,high
5789,13729,7143,low
5790,3897,9232,low
5791,8364,6131,low
5792,10464,8445,high
5793,6087,10752,low
5794,11464,8226,low
5795,6374,12938,low
5796,9607,5669,low
5797,6019,9930,low
5798,2815,9682,medium
5799,14563,7287,low
5800,9255,4967,medium
5801,2922,5732,low
5802,14929,10991,low
5803,14792,8630,high
5804,6867,6696,low
5805,3264,13941,medium
5806,5724,4407,low
5807,12979,4788,low
5808,4722,7234,high
5809,7355,1580,low
5810,14415,6740,medium
5811,4550,697,low
5812,7319,8314,medium
5813,13141,10886,low
5814,8686,8351,low
5815,3673,10290,medium
5816,6587,2100,high
5817,13284,7962,high
5818,7353,7366,medium
5819,8857,4192,medium
5820,13030,12557,low
5821,3666,9375,low
5822,6511,3583,low
5823,12387,4489,low
5824,8172,832,low
5825,3384,10463,low
5826,6403,6606,low
5827,5954,7833,medium
5828,8305,7155,low
5829,13091,5808,low
5830,10252,13931,low
5831,9238,4700,medium
5832,8981,3221,medium
5833,8026,9498,medium
5834,14139,1564,low
5835,8609,9580,low
5836,12482,11615,low
5837,10664,7320,low
5838,2958,9012,low
5839,10724,4457,low
5840,2493,2882,low
5841,9042,3731,high
5842,2081,11003,high
5843,8999,7508,low
5844,4970,12293,low
5845,2011,2000,low
5846,9824,2068,low
5847,14736,6392,high
5848,2761,3781,low
5849,5185,10211,medium
5850,2025,10610,low
5851,3806,4589,high
5852,8651,2365,low
5853,7664,10097,medium
5854,14349,11415,low
5855,14516,6100,medium
5856,14894,6555,low
5857,7154,504,low
5858,7824,8459,high
5859,5659,1668,high
5860,3525,2898,medium
5861,2760,3130,medium
5862,2594,7108,medium
5863,9192,847,low
5864,3055,6361,low
5865,12046,12912,low
5866,5083,10505,medium
5867,14108,3842,low
5868,5675,7000,low
5869,12240,3074,low
5870,11650,4325,medium
5871,7957,5093,low
5872,7255,5772,low
5873,11411,8744,low
5874,6228,648,low
5875,6181,9194,low
5876,11691,1369,medium
5877,3830,4021,medium
5878,5395,13006,medium
5879,3203,4371,low
5880,14462,1800,medium
5881,4810,11191,low
5882,5092,8095,low
5883,5044,12725,medium
5884,8071,11981,low
5885,9272,5333,low
5886,6673,12545,medium
5887,5514,7170,low
5888,11990,2951,medium
5889,8192,4885,low
5890,12767,9030,medium
5891,2144,3324,low
5892,9507,7354,low
5893,6857,10385,medium
5894,14118,6464,low
5895,3377,1486,low
5896,5146,13746,low
5897,12017,8671,low
5898,7024,3990,low
5899,2793,8576,low
5900,11793,11425,high
5901,7756,4267,low
5902,6414,12768,low
5903,3110,2506,low
5904,7672,8425,low
5905,6053,3607,high
5906,14985,4968,low
5907,5937,3830,high
5908,5963,11733,low
5909,6942,9222,medium
5910,7897,1423,low
5911,10974,12810,medium
5912,3116,6747,low
5913,3750,8932,low
5914,12768,13792,low
5915,6027,2396,low
5916,13528,8383,high
5917,7745,3824,low
5918,14579,13953,low
5919,7064,1313,medium
5920,11679,5250,low
5921,14067,8118,high
5922,13823,1282,medium
5923,7938,4555,low
5924,14384,8289,medium
5925,14150,8699,low
5926,5397,12465,low
5927,10265,13362,low
5928,3359,3639,low
5929,11283,12481,medium
5930,6853,5507,high
5931,3941,4551,low
5932,5148,8075,low
5933,14495,9209,high
5934,9933,3690,low
5935,11436,11794,low
5936,3285,6137,low
5937,14697,13270,high
5938,8474,11408,low
5939,13228,1078,medium
5940,2770,8638,medium
5941,3843,4982,low
5942,2073,13199,low
5943,3660,2365,medium
5944,6349,5989,low
5945,9102,1876,medium
5946,10000,11630,high
5947,11011,9597,medium
5948,5818,5908,medium
5949,2331,8663,medium
5950,3421,5558,medium
5951,9512,9656,low
5952,13847,6783,low
5953,8890,2476,low
5954,6931,6943,medium
5955,11883,13824,low
5956,14742,5259,medium
5957,8025,8095,low
